#,title,videoUrl,videoId,publishedAt,position
77,Cloud Service Models : Software as a Service (SaaS) ll Cloud Computing Course in Hindi,https://www.youtube.com/watch?v=Gphz3lkrSH0&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=77,Gphz3lkrSH0,2019-03-08T03:33:55Z,76
78,XaaS Everything as a Service Explained with Example in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=NbQijlAuGMg&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=78,NbQijlAuGMg,2023-01-28T12:18:58Z,77
79,"Cloud Deployment Models : Public, Private and Hybrid Cloud Explained in Hindi",https://www.youtube.com/watch?v=5G0L7XCt6XQ&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=79,5G0L7XCt6XQ,2019-03-09T02:22:25Z,78
80,Benefits Of Cloud Computing ll Cloud Computing Course Explained with Examples in Hindi,https://www.youtube.com/watch?v=oFga9Q1nd8M&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=80,oFga9Q1nd8M,2019-03-10T02:29:57Z,79
81,Characteristics Of Cloud Computing ll Cloud Computing Course Explained in Hindi,https://www.youtube.com/watch?v=r7HTgHbZ4ko&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=81,r7HTgHbZ4ko,2019-03-10T02:47:17Z,80
82,Applications Of Cloud Computing ll Cloud Computing Course Explained in Hindi,https://www.youtube.com/watch?v=MuW848rnOxs&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=82,MuW848rnOxs,2019-03-10T06:43:06Z,81
83,Introduction to Virtualization ll Cloud Computing Course Explained in Hindi,https://www.youtube.com/watch?v=7yXlLgZkiJM&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=83,7yXlLgZkiJM,2019-03-13T14:18:09Z,82
84,Introduction To Amazon Web Services (AWS)  and it's Benefits Explained in Hindi,https://www.youtube.com/watch?v=AGnYEHU-zvY&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=84,AGnYEHU-zvY,2019-05-17T02:50:02Z,83
85,Amazon Web Services (AWS) Global Infrastructure l Regions l Availability Zones Explained in Hindi,https://www.youtube.com/watch?v=WhSDtjrKmpE&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=85,WhSDtjrKmpE,2019-05-18T02:13:55Z,84
86,Amazon Web Services (AWS) : Elastic Compute Cloud (EC2) Explained in Hindi,https://www.youtube.com/watch?v=xkXZGvuerRU&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=86,xkXZGvuerRU,2019-05-25T12:05:14Z,85
87,Amazon Web Services (AWS) : Simple Storage Service (S3) Explained in Hindi,https://www.youtube.com/watch?v=mRWm8Y2sV0E&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=87,mRWm8Y2sV0E,2019-05-26T06:01:53Z,86
88,Amazon Web Services (AWS) : Auto Scaling Explained in Hindi,https://www.youtube.com/watch?v=C9tdKurLFoc&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=88,C9tdKurLFoc,2019-05-26T06:33:52Z,87
89,Amazon Web Services (AWS)  : Elastic Load Balancing (ELB) Explained with Benefits in Hindi,https://www.youtube.com/watch?v=B79Ux8_ipQs&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=89,B79Ux8_ipQs,2019-05-26T06:57:22Z,88
